party_id,party_name,alliance_name,alliance_id
63,All India Mahila Empowerment Party,Others,3
64,All India Majlis-E-Inquilab-E-Millat,Others,3
65,All India Majlis-E-Ittehadul Muslimeen,Others,3
66,All India Mazdoor Party (Rangreta),Others,3
67,All India National Raksha Sena,Others,3
68,All India People Development Party,Others,3
69,All India Secular Front,Others,3
70,All India Trinamool Congress,INDIA,2
71,All India Ulama Congress,Others,3
72,All India United Democratic Front,Others,3
73,All India Uzhavargal Uzhaippalargal Katchi,Others,3
74,All India Youth Development Party,Others,3
75,All Peoples Party,Others,3
76,Alliance of Democratic Reforms Party,Others,3
77,Aman Samaj Party,Others,3
78,Ambedkar National Congress,Others,3
79,Ambedkarist Republican Party,Others,3
80,Ambedkarite Party of India,Others,3
81,Amma Makkal Munnettra Kazagam,NDA,1
82,Amra Bangalee,Others,3
83,Anaithu India Makkal Katchi,Others,3
84,Andaman Nicobar Democratic Congress,Others,3
85,Andhra Pradesh Rashtra Samithi,Others,3
86,Andhra Rastra Praja Samithi,Others,3
87,Anjaan Aadmi Party,Others,3
88,Anna MGR Dravida Makkal Kalgam,Others,3
89,Anna Makkal Katchi,Others,3
90,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Others,3
91,Anna YSR Congress Party,Others,3
92,Anti Corruption Dynamic Party,Others,3
93,Apna Dal (Kamerawadi),INDIA,2
94,Apna Dal (Soneylal),NDA,1
95,Apna Desh Party,Others,3
96,Apna Haq Party,Others,3
97,Apna Kisan Party,Others,3
98,Apna Samaj Party,Others,3
99,Apni Ekta Party,Others,3
100,Apni Prajahit Party,Others,3
101,Aravor Munnetra Kazhagam,Others,3
102,Arunachal Democratic Party,Others,3
103,Asankhya Samaj Party,Others,3
104,Asom Gana Parishad,NDA,1
105,Asom Jana Morcha,Others,3
106,Assam Jatiya Parishad,Others,3
107,Atulya Bharat Party,Others,3
108,Autonomous State Demand Committee,Others,3
109,Awami Samta Party,Others,3
110,Azad Adhikar Sena,Others,3
111,Azad Janata Party,Others,3
112,Azad Party,Others,3
113,Azad Samaj Party,Others,3
114,Bahujan Awam Party,Others,3
115,Bahujan Bharat Party,Others,3
116,Bahujan Dravida Party,Others,3
117,Bahujan Kranti Party (Marxwad-Ambedkarwad),Others,3
118,Bahujan Maha Party,Others,3
119,Bahujan Mukti Party,Others,3
120,Bahujan National Party (Ambedkar),Others,3
121,Bahujan Republican  Socialist Party,Others,3
122,Bahujan Samaj Party,Others,3
123,Bahujan Samaj Party  (Ambedkar),Others,3
